pslFOdist,1.41421,1186.63,493.101,DZ200500,MERRA,DAYS
wcFOmag,1.24031,874.547,491.916,DZ200500,MERRA,DAYS
pslFOmag,0.925183,540.85,397.007,DZ200500,MERRA,DAYS
trajMinLen,0.825404,444.046,362.776,DZ200500,MERRA,DAYS
wcFOdist,0.745717,407.764,326.346,DZ200500,MERRA,DAYS
maxLat,0.731327,549.485,279.119,DZ200500,MERRA,DAYS
wcOffset,0.578826,432.667,221.673,DZ200500,MERRA,DAYS
minWind,0.35557,231.599,146.558,DZ200500,MERRA,DAYS
trajMaxGap,0.192925,136.298,76.4336,DZ200500,MERRA,DAYS
mergeDist,0.171406,139.765,61.4045,DZ200500,MERRA,DAYS
trajRange,0.163061,113.555,65.1031,DZ200500,MERRA,DAYS
maxTopo,0.0570272,47.5186,20.0207,DZ200500,MERRA,DAYS
