wcFOmag,1.41421,135.588,64.724,DZ400500,MERRA,ACE
maxLat,0.310873,37.0339,9.60866,DZ400500,MERRA,ACE
pslFOdist,0.307671,25.3353,15.8206,DZ400500,MERRA,ACE
trajMinLen,0.266603,22.7717,13.4012,DZ400500,MERRA,ACE
wcFOdist,0.247278,19.2244,13.1125,DZ400500,MERRA,ACE
pslFOmag,0.190904,17.168,9.24718,DZ400500,MERRA,ACE
wcOffset,0.173524,18.7789,6.76614,DZ400500,MERRA,ACE
trajMaxGap,0.0459969,4.78692,1.90829,DZ400500,MERRA,ACE
minWind,0.0433675,4.38823,1.86837,DZ400500,MERRA,ACE
trajRange,0.024135,2.48961,1.01382,DZ400500,MERRA,ACE
mergeDist,0.0136597,1.12115,0.703719,DZ400500,MERRA,ACE
maxTopo,0.00980176,1.05888,0.383377,DZ400500,MERRA,ACE
