pslFOdist,1.41421,0.444679,0.333358,DZ200500,MERRA,HR_TS
wcFOdist,1.19759,0.394621,0.268075,DZ200500,MERRA,HR_TS
pslFOmag,0.805711,0.193595,0.226004,DZ200500,MERRA,HR_TS
wcFOmag,0.479698,0.134772,0.123951,DZ200500,MERRA,HR_TS
wcOffset,0.429667,0.158888,0.079549,DZ200500,MERRA,HR_TS
minWind,0.28697,0.093384,0.065197,DZ200500,MERRA,HR_TS
trajMinLen,0.221872,0.052642,0.062555,DZ200500,MERRA,HR_TS
trajMaxGap,0.127865,0.047911,0.022953,DZ200500,MERRA,HR_TS
mergeDist,0.0273025,0.010521,0.004542,DZ200500,MERRA,HR_TS
trajRange,0.0263819,0.009627,0.005026,DZ200500,MERRA,HR_TS
maxLat,0.0155526,0.006612,0.00152,DZ200500,MERRA,HR_TS
maxTopo,0.0100648,0.00399,0.00152,DZ200500,MERRA,HR_TS
