wcFOmag,1.41421,371.689,283.311,T500,JRA,DAYS
pslFOdist,1.01354,311.72,161.244,T500,JRA,DAYS
pslFOmag,0.661978,187.838,121.138,T500,JRA,DAYS
wcFOdist,0.588727,154.96,117.766,T500,JRA,DAYS
trajMinLen,0.520273,123.544,113.397,T500,JRA,DAYS
wcOffset,0.457105,151.316,58.8934,T500,JRA,DAYS
maxLat,0.33026,106.926,45.9573,T500,JRA,DAYS
minWind,0.318548,96.8046,51.9635,T500,JRA,DAYS
trajMaxGap,0.0965917,28.3664,16.7743,T500,JRA,DAYS
trajRange,0.0671659,20.9696,10.3258,T500,JRA,DAYS
mergeDist,0.0600343,17.4874,10.5647,T500,JRA,DAYS
maxTopo,0.0196214,6.43233,2.61986,T500,JRA,DAYS
