wcFOmag,1.41421,443.619,313.987,T400,CFSR,DAYS
pslFOdist,1.06011,386.041,190.104,T400,CFSR,DAYS
pslFOmag,0.800998,241.93,184.208,T400,CFSR,DAYS
wcFOdist,0.656398,191.134,155.487,T400,CFSR,DAYS
wcOffset,0.566823,211.247,96.5383,T400,CFSR,DAYS
trajMinLen,0.559772,164.498,131.667,T400,CFSR,DAYS
maxLat,0.419894,163.45,63.233,T400,CFSR,DAYS
minWind,0.194653,68.3659,37.3368,T400,CFSR,DAYS
trajMaxGap,0.147315,51.6132,28.3727,T400,CFSR,DAYS
trajRange,0.068823,24.9514,12.4534,T400,CFSR,DAYS
mergeDist,0.0261898,9.78401,4.4347,T400,CFSR,DAYS
maxTopo,0.0142576,5.04588,2.69922,T400,CFSR,DAYS
