-9.940478	-0.08331065
-9.292047	-0.08991208
-8.444168	-0.08962284
-7.5629296	-0.102967486
-6.9144416	-0.116391525
-6.182746	-0.14002113
-5.21805	-0.19427308
-4.769146	-0.19753127
-4.203756	-0.21439497
-3.2224352	-0.26864126
-2.523409	-0.36391965
-1.957604	-0.43195292
-1.408065	-0.5443389
-0.82488894	-0.70447177
-0.39117256	-0.88512355
-0.024149867	-1.0419189
0.22611046	-1.1509956
0.44262317	-1.1986802
0.5923316	-1.208863
0.72516626	-1.1883498
0.8579732	-1.1644253
0.9740446	-1.1268612
1.1897005	-1.0687953
1.4882605	-0.98341054
1.7037506	-0.90487677
1.9526013	-0.8399769
2.3507736	-0.7375016
2.6659586	-0.6521112
3.1972694	-0.56664705
3.844873	-0.4709093
4.4926143	-0.3922281
4.8911185	-0.33068848
5.2897882	-0.28961667
5.7547646	-0.22464307
6.2697544	-0.17670898
6.9343143	-0.12190122
7.6820827	-0.077299036
8.280281	-0.039570503
8.812061	-0.012098571
9.227605	-0.00172287
9.909149	0.008743573
