20.755,15.258
21.44,25.234
21.848,35.531
22.296,45.379
22.689,55.739
23.097,65.093
23.244,75.316
23.585,84.743
23.778,95.779
24.064,105.121
24.205,115.069
24.349,125.959
24.638,145.693
24.859,163.436
25.006,181.175
25.27,207.521
25.488,240.201
25.635,265.196
25.856,294.54
25.929,319.782
26.15,377.661
26.509,448.141
26.632,527.607
26.703,592.793
26.844,678.246
26.722,764.598
26.648,879.426
26.458,993.982
26.243,1164.147
25.834,1415.659
24.984,1731.795
23.908,1949.211
22.987,2263.736
22.987,2590.061
22.913,2853.167
22.459,2971.371
28.246,15.345
29.169,25.361
29.899,35.4
30.608,45.281
31.019,54.823
31.667,65.303
32.075,75.442
32.535,85.044
32.965,95.335
33.251,105.058
33.583,116.417
33.92,135.297
34.525,154.692
34.596,163.885
35.083,184.133
35.516,216.806
35.713,239.631
35.942,265.444
36.234,299.45
36.635,339.296
36.973,391.338
37.046,464.525
37.194,548.142
37.049,642.498
36.709,726.459
36.516,816.486
36.178,917.701
35.791,1013.193
35.454,1185.813
35.186,1388.77
35.039,1641.285
34.536,1886.259
34.22,2090.987
33.882,2394.172
33.59,2607.976
33.302,2831.482
35.963,14.906
37.527,24.644
38.108,34.248
39.16,44.421
39.979,53.006
40.562,63.985
41.308,73.072
42.039,83.449
42.373,91.588
42.668,102.512
43.082,112.469
43.417,121.655
43.616,132.174
44.098,146.035
44.368,160.923
44.902,178.198
45.227,189.326
45.641,213.273
46.006,234.075
46.23,252.237
46.617,287.952
46.951,333.409
47.074,375.406
47.363,411.373
47.553,468.396
47.553,531.932
47.553,594.74
47.479,657.11
46.997,734.968
46.663,811.745
46.303,889.192
45.969,968.275
45.751,1056.405
45.343,1186.885
44.98,1321.707
44.345,1426.454
44.075,1557.902
43.928,1636.404
43.857,1735.449
43.857,1926.128
43.501,2122.501
43.308,2256.926
43.185,2419.625
42.629,2610.423
42.417,2795.607
41.865,2912.498
43.91,15.153
45.692,24.951
46.695,34.778
47.56,44.917
48.244,54.155
49.456,64.406
50.006,74.994
50.793,84.049
50.793,94.354
52.042,104.249
52.478,117.951
52.791,127.635
53.644,142.911
54.273,165.905
55.003,194.606
55.513,225.411
55.635,252.964
55.832,266.494
55.905,294.649
56.126,326.629
56.347,374.251
56.633,412.904
56.688,450.426
56.159,519.2
55.963,605.829
55.672,702.738
55.337,814.275
54.607,876.81
54.165,957.288
53.806,1037.833
53.588,1185.654
53.103,1261.169
52.373,1378.4
52.029,1576.628
51.575,1710.484
51.501,2028.269
51.569,2356.337
50.955,2544.868
49.958,2659.094
48.762,2752.81
46.979,2825.424
46.331,2943.564
52.939,15.178
54.255,25.075
55.78,34.964
56.025,44.746
56.802,55.228
57.673,65.388
58.866,75.306
59.571,84.701
60.443,93.928
60.949,104.633
61.744,114.237
61.527,125.182
61.788,138.305
62.57,153.938
63.279,178.903
63.837,194.886
64.546,213.073
65.037,237.865
65.426,258.345
65.647,278.717
65.862,305.094
66.227,339.342
66.742,373.101
66.816,403.871
66.62,454.256
66.589,498.662
66.028,589.332
65.684,647.961
65.316,724.977
64.411,820.293
64.215,898.254
63.782,967.239
63.065,1139.174
61.988,1259.06
61.375,1359.343
60.865,1457.872
60.263,1536.415
59.613,1658.179
59.49,1788.335
58.787,1896.575
58.06,2096.171
57.501,2216.509
56.599,2371.764
55.918,2522.819
55.848,2722.759
53.795,2911.428
65.626,16.04
64.35,26.628
64.77,35.534
65.626,44.97
67.141,55.882
67.856,65.139
69.516,75.278
69.295,85.053
70.209,94.813
71.121,105.142
71.121,115.436
71.587,131.252
72.078,140.446
72.885,156.787
73.275,174.779
74.143,189.687
75.058,217.919
75.788,244.287
75.936,293.134
76.62,329.825
76.693,389.469
77.11,459.085
77.16,550.883
77.11,624.186
76.782,654.608
76.095,775.291
74.901,874.612
74.361,976.018
73.416,1075.561
72.339,1178.612
71.71,1317.29
71.465,1447.808
70.366,1600.174
69.35,1717.366
67.906,1839.011
67.5,1904.464
66.08,2025.827
64.517,2192.091
63.646,2310.19
62.851,2449.198
61.85,2591.536
61.102,2725.036
60.113,2865.321
