19840101 0 102336 False
19840101 0 102776 False
19840101 0 102733 False
19840101 0 102726 False
19840102 0 102458 False
19840102 0 102440 False
19840102 0 102345 False
19840102 0 102494 False
19840103 0 102083 False
19840103 0 102101 False
19840103 0 102036 False
19840103 0 102071 False
19840104 0 101782 False
19840104 0 101777 False
19840104 0 101645 False
19840104 0 101714 False
19840105 0 101510 False
19840105 0 101692 False
19840105 0 101708 False
19840105 0 102011 False
19840106 0 101812 False
19840106 0 102012 False
19840106 0 102024 False
19840106 0 102254 False
19840107 0 102093 False
19840107 0 102122 False
19840107 0 102025 False
19840107 0 102228 False
19840108 0 102096 False
19840108 0 102230 False
19840108 0 102278 False
19840108 2 102571 False
19840109 2 102517 False
19840109 1 102734 False
19840109 1 102725 False
19840109 0 102877 False
19840110 0 102616 False
19840110 0 102620 False
19840110 0 102397 False
19840110 0 102341 False
19840111 0 101960 False
19840111 0 101847 False
19840111 0 101607 False
19840111 3 101606 False
19840112 0 101460 False
19840112 0 101701 False
19840112 0 101916 False
19840112 0 102207 False
19840113 0 102092 False
19840113 0 102377 False
19840113 0 102525 False
19840113 0 102821 False
19840114 0 102797 False
19840114 0 103000 False
19840114 0 102931 False
19840114 0 103044 False
19840115 0 102717 False
19840115 0 102627 False
19840115 0 102385 False
19840115 0 102425 False
19840116 0 102014 False
19840116 0 102026 False
19840116 0 101934 False
19840116 0 102062 False
19840117 0 101792 False
19840117 0 101943 False
19840117 0 101998 False
19840117 0 102270 False
19840118 0 102123 False
19840118 0 102259 False
19840118 0 102331 False
19840118 0 102555 False
19840119 0 102357 False
19840119 0 102454 False
19840119 0 102372 False
19840119 0 102476 False
19840120 0 102222 False
19840120 0 102239 False
19840120 0 102077 False
19840120 0 102231 False
19840121 0 101963 False
19840121 0 101932 False
19840121 0 101782 False
19840121 0 101727 False
19840122 0 101466 False
19840122 1 101531 False
19840122 0 101787 False
19840122 0 102192 False
19840123 0 102147 False
19840123 0 102374 False
19840123 0 102476 False
19840123 0 102648 False
19840124 0 102392 False
19840124 0 102403 False
19840124 0 102172 False
19840124 0 102189 False
19840125 0 101907 False
19840125 0 101921 False
19840125 0 101767 False
19840125 0 101930 False
19840126 2 101724 False
19840126 3 101666 False
19840126 2 101413 False
19840126 10 101184 False
19840127 33 100890 False
19840127 0 101220 False
19840127 0 101650 False
19840127 0 101967 False
19840128 0 101918 False
19840128 0 102112 False
19840128 0 102026 False
19840128 1 102207 False
19840129 0 102132 False
19840129 0 102504 False
19840129 0 102595 False
19840129 0 102877 False
19840130 0 102678 False
19840130 0 102623 False
19840130 0 102455 False
19840130 0 102502 False
19840131 0 102097 False
19840131 0 101905 False
19840131 0 101655 False
19840131 3 101569 False
19840201 0 101641 False
19840201 0 102270 False
19840201 0 102558 False
19840201 0 102994 False
19840202 0 102905 False
19840202 0 103118 False
19840202 0 103113 False
19840202 0 103259 False
19840203 0 102839 False
19840203 0 102774 False
19840203 0 102711 False
19840203 0 102836 False
19840204 0 102344 False
19840204 0 102383 False
19840204 0 102510 False
19840204 0 102737 False
19840205 0 102483 False
19840205 0 102611 False
19840205 0 102552 False
19840205 0 102603 False
19840206 0 102186 False
19840206 0 102203 False
19840206 0 102180 False
19840206 0 102359 False
19840207 0 102133 False
19840207 0 102202 False
19840207 0 102161 False
19840207 0 102279 False
19840208 0 101956 False
19840208 0 101975 False
19840208 0 101711 False
19840208 0 101606 False
19840209 0 101357 False
19840209 0 101407 False
19840209 0 101338 False
19840209 0 101407 False
19840210 0 101053 False
19840210 2 100997 False
19840210 3 101014 False
19840210 0 101345 False
19840211 0 101319 False
19840211 0 101498 False
19840211 0 101621 False
19840211 0 101906 False
19840212 0 101793 False
19840212 0 101915 False
19840212 0 101997 False
19840212 0 102206 False
19840213 0 101948 False
19840213 0 101944 False
19840213 0 101791 False
19840213 0 101944 False
19840214 0 101943 False
19840214 0 102164 False
19840214 0 102124 False
19840214 0 102194 False
19840215 0 101824 False
19840215 0 101780 False
19840215 0 101697 False
19840215 0 101781 False
19840216 0 101485 False
19840216 0 101452 False
19840216 0 101352 False
19840216 0 101371 False
19840217 0 101212 False
19840217 0 101323 False
19840217 6 101237 False
19840217 29 101162 False
19840218 4 101036 False
19840218 0 101202 False
19840218 0 101204 False
19840218 0 101465 False
19840219 0 101350 False
19840219 0 101510 False
19840219 0 101661 False
19840219 0 101951 False
19840220 0 101858 False
19840220 0 102058 False
19840220 0 102130 False
19840220 0 102386 False
19840221 0 102181 False
19840221 0 102236 False
19840221 0 102218 False
19840221 0 102226 False
19840222 0 101955 False
19840222 0 101922 False
19840222 0 101627 False
19840222 1 101549 False
19840223 0 101250 False
19840223 0 101546 False
19840223 0 101798 False
19840223 0 102037 False
19840224 0 101738 False
19840224 0 101766 False
19840224 0 101710 False
19840224 0 101788 False
19840225 0 101518 False
19840225 0 101795 False
19840225 0 101898 False
19840225 0 101971 False
19840226 0 101672 False
19840226 0 101633 False
19840226 0 101442 False
19840226 0 101430 False
19840227 0 101025 False
19840227 0 101152 False
19840227 0 101276 False
19840227 0 101542 False
19840228 0 101421 False
19840228 0 101652 False
19840228 0 101865 False
19840228 0 102089 False
19840229 0 101859 False
19840229 0 101912 False
19840229 0 101916 False
19840229 0 102088 False
19840301 0 101864 False
19840301 0 101894 False
19840301 0 101900 False
19840301 0 102103 False
19840302 0 101999 False
19840302 0 102114 False
19840302 0 102148 False
19840302 0 102367 False
19840303 0 102270 False
19840303 0 102404 False
19840303 0 102326 False
19840303 0 102581 False
19840304 0 102347 False
19840304 0 102473 False
19840304 0 102377 False
19840304 0 102584 False
19840305 0 102385 False
19840305 0 102457 False
19840305 0 102377 False
19840305 0 102563 False
19840306 0 102334 False
19840306 0 102383 False
19840306 0 102206 False
19840306 0 102275 False
19840307 0 101978 False
19840307 0 101908 False
19840307 0 101664 False
19840307 0 101640 False
19840308 0 101392 False
19840308 0 101396 False
19840308 0 101290 False
19840308 0 101385 False
19840309 0 101138 False
19840309 0 101270 False
19840309 0 101406 False
19840309 0 101771 False
19840310 0 101613 False
19840310 0 101797 False
19840310 4 101685 False
19840310 17 101631 False
19840311 16 101328 False
19840311 4 101528 False
19840311 0 101655 False
19840311 0 101908 False
19840312 0 101672 False
19840312 0 102232 False
19840312 0 102380 False
19840312 0 102582 False
19840313 0 102256 False
19840313 0 102231 False
19840313 0 102274 False
19840313 0 102349 False
19840314 0 102131 False
19840314 0 102253 False
19840314 0 102296 False
19840314 0 102495 False
19840315 0 102283 False
19840315 0 102488 False
19840315 0 102635 False
19840315 0 102759 False
19840316 0 102382 False
19840316 0 102271 False
19840316 0 102104 False
19840316 0 102263 False
19840317 0 101969 False
19840317 0 102068 False
19840317 0 102229 False
19840317 0 102548 False
19840318 0 102497 False
19840318 0 102622 False
19840318 0 102669 False
19840318 0 102885 False
19840319 0 102633 False
19840319 0 102584 False
19840319 0 102571 False
19840319 0 102670 False
19840320 0 102259 False
19840320 0 102177 False
19840320 0 102063 False
19840320 0 102159 False
19840321 0 101939 False
19840321 0 102074 False
19840321 0 102086 False
19840321 0 102254 False
19840322 0 102069 False
19840322 0 102065 False
19840322 0 102054 False
19840322 0 102188 False
19840323 0 101929 False
19840323 0 101796 False
19840323 0 101683 False
19840323 0 101689 False
19840324 0 101331 False
19840324 0 101026 False
19840324 0 100686 False
19840324 1 100684 False
19840325 2 100364 False
19840325 0 100609 False
19840325 0 100779 False
19840325 0 101006 False
19840326 0 100735 False
19840326 0 100785 False
19840326 0 100726 False
19840326 0 100815 False
19840327 2 100524 False
19840327 0 100627 False
19840327 0 100802 False
19840327 0 101124 False
19840328 0 101100 False
19840328 0 101389 False
19840328 0 101700 False
19840328 0 101888 False
19840329 0 101671 False
19840329 0 102084 False
19840329 0 102322 False
19840329 0 102554 False
19840330 0 102277 False
19840330 0 102347 False
19840330 0 102367 False
19840330 0 102398 False
19840331 0 102075 False
19840331 0 102105 False
19840331 0 102036 False
19840331 0 102097 False
19840401 0 101752 False
19840401 0 101658 False
19840401 0 101558 False
19840401 0 101798 False
19840402 0 101694 False
19840402 0 101671 False
19840402 0 101608 False
19840402 0 101740 False
19840403 0 101556 False
19840403 0 101584 False
19840403 0 101417 False
19840403 0 101590 False
19840404 1 101479 False
19840404 3 101550 False
19840404 6 101547 False
19840404 12 101959 False
19840405 0 102060 False
19840405 0 102255 False
19840405 0 102319 False
19840405 0 102542 False
19840406 0 102257 False
19840406 0 102159 False
19840406 0 102187 False
19840406 0 102261 False
19840407 0 102008 False
19840407 0 102066 False
19840407 0 102165 False
19840407 0 102296 False
19840408 0 102086 False
19840408 0 102098 False
19840408 0 102026 False
19840408 0 102101 False
19840409 0 101846 False
19840409 0 101832 False
19840409 0 101834 False
19840409 0 101960 False
19840410 0 101753 False
19840410 0 101811 False
19840410 0 101771 False
19840410 0 101889 False
19840411 1 101819 False
19840411 0 101855 False
19840411 0 101818 False
19840411 0 101985 False
19840412 0 101875 False
19840412 0 101962 False
19840412 0 101868 False
19840412 1 101967 False
19840413 4 101895 False
19840413 0 101876 False
19840413 0 101817 False
19840413 0 101851 False
19840414 1 101647 False
19840414 1 101835 False
19840414 0 101816 False
19840414 0 102036 False
19840415 0 101917 False
19840415 0 101965 False
19840415 0 102070 False
19840415 0 102212 False
19840416 0 101948 False
19840416 0 102008 False
19840416 0 102135 False
19840416 0 102320 False
19840417 0 102031 False
19840417 0 102086 False
19840417 0 102046 False
19840417 0 102103 False
19840418 0 101879 False
19840418 0 101847 False
19840418 0 101701 False
19840418 2 101869 False
19840419 0 101778 False
19840419 0 101836 False
19840419 0 101839 False
19840419 0 102011 False
