65283,MOBILE,30.6954,-88.0399
61853,MIAMI,25.7617,-80.1918
67709,HOUSTON,29.7604,-95.3698
62113,TAMPA,27.9506,-82.4572
64871,NEWORLEANS,29.9511,-90.0715
67652,COLIN,30.25,-93
