start	23	2005	6	8	18
	-99999	-99999	276	16.9	100400	12.8611	0.000e+00	2005	6	8	18
	-99999	-99999	276.1	17.4	100300	15.4333	0.000e+00	2005	6	9	0
	-99999	-99999	276.1	18.2	100300	18.0056	0.000e+00	2005	6	9	6
	-99999	-99999	276	19	100200	18.0056	0.000e+00	2005	6	9	12
	-99999	-99999	275.9	19.7	100200	18.0056	0.000e+00	2005	6	9	18
	-99999	-99999	275.8	20.4	100100	20.5778	0.000e+00	2005	6	10	0
	-99999	-99999	275.6	21.2	100000	23.15	0.000e+00	2005	6	10	6
	-99999	-99999	275.3	23	100000	25.7222	0.000e+00	2005	6	10	12
	-99999	-99999	274.9	24.9	99500	28.2944	0.000e+00	2005	6	10	18
	-99999	-99999	274.4	26.5	99000	30.8667	0.000e+00	2005	6	11	0
	-99999	-99999	273.2	27.7	99300	30.8667	0.000e+00	2005	6	11	6
	-99999	-99999	272.8	28.9	99000	28.2944	0.000e+00	2005	6	11	12
	-99999	-99999	272.5	30.1	99100	25.7222	0.000e+00	2005	6	11	18
	-99999	-99999	272.4	31.4	99400	15.4333	5.297e+02	2005	6	12	0
	-99999	-99999	272.3	32.7	99800	12.8611	3.728e+02	2005	6	12	6
	-99999	-99999	272	35	100300	10.2889	1.923e+03	2005	6	12	12
	-99999	-99999	272.2	37	100500	10.2889	1.570e+03	2005	6	12	18
	-99999	-99999	272.5	38.5	100600	10.2889	1.530e+03	2005	6	13	0
	-99999	-99999	274	40.5	100600	10.2889	2.472e+03	2005	6	13	6
	-99999	-99999	275	42	100500	10.2889	2.845e+03	2005	6	13	12
	-99999	-99999	276	43	100500	10.2889	2.315e+03	2005	6	13	18
	-99999	-99999	278.9	43.7	100300	10.2889	3.473e+03	2005	6	14	0
	-99999	-99999	282.4	44.8	100100	10.2889	3.031e+03	2005	6	14	6
start	6	2005	6	28	18
	-99999	-99999	264.6	19.7	100600	15.4333	0.000e+00	2005	6	28	18
	-99999	-99999	264.2	20	100500	18.0056	0.000e+00	2005	6	29	0
	-99999	-99999	263.6	20.4	100500	18.0056	0.000e+00	2005	6	29	6
	-99999	-99999	262.7	20.8	100500	18.0056	4.316e+02	2005	6	29	12
	-99999	-99999	261.9	21.4	100700	12.8611	8.437e+02	2005	6	29	18
	-99999	-99999	261.5	22	100800	12.8611	1.962e+02	2005	6	30	0
start	31	2005	7	3	18
	-99999	-99999	273.3	18.3	100900	15.4333	0.000e+00	2005	7	3	18
	-99999	-99999	272.8	18.6	100700	15.4333	0.000e+00	2005	7	4	0
	-99999	-99999	272.1	19.3	100700	15.4333	1.962e+01	2005	7	4	6
	-99999	-99999	271.5	20.9	101100	12.8611	3.139e+02	2005	7	4	12
	-99999	-99999	271	22.3	101000	15.4333	0.000e+00	2005	7	4	18
	-99999	-99999	270.3	23.9	100900	15.4333	0.000e+00	2005	7	5	0
	-99999	-99999	269.8	25.1	100900	18.0056	0.000e+00	2005	7	5	6
	-99999	-99999	269.6	26.4	100200	23.15	0.000e+00	2005	7	5	12
	-99999	-99999	269.5	27.6	99700	30.8667	0.000e+00	2005	7	5	18
	-99999	-99999	269.7	28.5	99200	33.4389	0.000e+00	2005	7	6	0
	-99999	-99999	270	29.6	99400	25.7222	1.962e+01	2005	7	6	6
	-99999	-99999	271.1	30.8	99800	20.5778	2.943e+02	2005	7	6	12
	-99999	-99999	271.9	31.6	100000	15.4333	3.335e+02	2005	7	6	18
	-99999	-99999	272.8	32.4	100400	12.8611	5.494e+02	2005	7	7	0
	-99999	-99999	273.8	33.2	100800	10.2889	1.570e+03	2005	7	7	6
	-99999	-99999	275.9	34.6	100900	10.2889	5.258e+03	2005	7	7	12
	-99999	-99999	278.2	35.6	101000	10.2889	4.375e+03	2005	7	7	18
	-99999	-99999	280	37.1	101000	10.2889	4.473e+03	2005	7	8	0
	-99999	-99999	281.7	37.8	101000	10.2889	1.393e+03	2005	7	8	6
	-99999	-99999	283.3	38.4	100900	12.8611	3.532e+02	2005	7	8	12
	-99999	-99999	285.2	39.1	100900	12.8611	5.886e+01	2005	7	8	18
	-99999	-99999	288	39.5	100900	12.8611	0.000e+00	2005	7	9	0
	-99999	-99999	289.3	40.8	100900	12.8611	0.000e+00	2005	7	9	6
	-99999	-99999	290.2	41.6	100700	15.4333	0.000e+00	2005	7	9	12
	-99999	-99999	290.4	43.5	100600	15.4333	0.000e+00	2005	7	9	18
	-99999	-99999	290.2	44.9	100600	15.4333	1.511e+03	2005	7	10	0
	-99999	-99999	290	45.5	100600	15.4333	4.787e+03	2005	7	10	6
	-99999	-99999	292.4	46.5	100600	12.8611	1.236e+03	2005	7	10	12
	-99999	-99999	293.6	48	100600	10.2889	4.120e+02	2005	7	10	18
	-99999	-99999	295.5	48.5	100600	10.2889	1.491e+03	2005	7	11	0
	-99999	-99999	297.5	48.5	100600	10.2889	0.000e+00	2005	7	11	6
start	55	2005	7	4	18
	-99999	-99999	299.2	12	101000	12.8611	0.000e+00	2005	7	4	18
	-99999	-99999	297.5	12.2	100900	15.4333	0.000e+00	2005	7	5	0
	-99999	-99999	295.8	12.5	100800	15.4333	0.000e+00	2005	7	5	6
	-99999	-99999	294.1	13	100700	18.0056	0.000e+00	2005	7	5	12
	-99999	-99999	292.7	13.6	100500	20.5778	0.000e+00	2005	7	5	18
	-99999	-99999	291.5	14.3	100000	23.15	0.000e+00	2005	7	6	0
	-99999	-99999	290.3	14.7	99500	25.7222	0.000e+00	2005	7	6	6
	-99999	-99999	289.1	15.1	99100	28.2944	0.000e+00	2005	7	6	12
