1980,73.0117,70.5077,4768,4800
1981,68.2775,67.3785,4174,4350
1982,74.4162,70.0027,4682,5200
1983,69.0545,77.1157,4899,4910
1984,73.5835,68.3748,4251,4677
1985,70.5622,73.3357,4143,4915
1986,74.209,67.0955,4921,5961
1987,79.3674,76.0144,3174,3761
1988,70.758,66.8557,3556,4189
1989,68.6433,77.1585,3149,3861
1990,69.6804,64.0634,4657,5268
1991,71.5344,72.3549,5007,6394
1992,71.2532,67.1964,5369,4815
1993,69.8109,69.9318,4670,4701
