-59.611725	-0.22097291
-58.567806	-0.20896405
-57.088535	-0.20653689
-56.30555	-0.19932845
-54.7392	-0.19929715
-53.26018	-0.1872796
-52.390175	-0.18006942
-51.607002	-0.18005377
-51.171272	-0.20402107
-49.77896	-0.20399325
-48.473667	-0.20396717
-47.516766	-0.19196005
-46.124897	-0.17514904
-44.733402	-0.14395243
-43.42849	-0.12954076
-41.252625	-0.14388289
-39.77342	-0.13905813
-38.90316	-0.14143834
-37.945816	-0.14621441
-36.901646	-0.14379595
-34.72616	-0.14375249
-33.247013	-0.13653013
-31.420046	-0.11971043
-29.853632	-0.12207673
-28.37474	-0.10526398
-27.069637	-0.0980451
-25.937943	-0.1148057
-24.893644	-0.11718243
-24.110533	-0.11476918
-22.892448	-0.107552044
-21.935612	-0.09314733
-21.239708	-0.083543025
-20.630634	-0.081133254
-19.325403	-0.07870957
-18.629122	-0.08349086
-17.585203	-0.071482
-16.715322	-0.05947662
-15.932273	-0.054665778
-15.236432	-0.042663872
-14.453068	-0.049841024
-13.147964	-0.042622145
-11.408141	-0.021008981
-10.277077	-0.013793583
-9.494279	6.08E-04
-8.363404	0.015015855
-6.971154	0.01744127
-6.0143814	0.03424359
-4.9703994	0.043854848
-4.0131845	0.043873973
-2.533663	0.036710735
-1.7502979	0.029533586
0.5277334	-0.56023055
1.2385927	-1.1188571
2.2837107	-1.1524028
2.891396	-1.0972458
3.1506877	-1.0301077
4.018548	-0.94137925
4.71218	-0.84546137
5.492958	-0.75433695
6.708266	-0.64162546
7.837185	-0.55289173
9.575241	-0.46414578
11.834846	-0.35381103
13.486324	-0.28185
15.051351	-0.23146914
16.616629	-0.19067866
18.182602	-0.17626177
19.66206	-0.18102741
22.707365	-0.16658096
24.621607	-0.15934992
25.491486	-0.14734454
26.535658	-0.14492607
28.276237	-0.1520841
29.929987	-0.16643666
31.235722	-0.18319377
32.62835	-0.19515395
33.6729	-0.20712107
35.848324	-0.20468001
36.89199	-0.18308076
38.719463	-0.18544185
40.02463	-0.18062057
41.155697	-0.17340517
42.026142	-0.18297818
43.418015	-0.16616717
44.983986	-0.15175028
46.463383	-0.15411831
48.03005	-0.16607502
49.24889	-0.18762907
51.163635	-0.1995788
54.644543	-0.20430446
57.25519	-0.2066499
59.34303	-0.1826322
