-59.701523	-0.11548029
-57.092953	-0.038704965
-55.351616	-0.07463418
-52.045696	-0.05780752
-50.564598	-0.11050253
-49.3455	-0.14164698
-46.73643	-0.08405244
-43.256027	-0.069597304
-40.99352	-0.0695521
-39.602596	-0.016777107
-36.90562	0.00725278
-34.992012	0.038459815
-33.599133	0.016909245
-32.381615	0.045704775
-30.206127	0.045748238
-28.727552	0.07454898
-27.857357	0.07456637
-25.068693	-0.07882433
-23.936745	-0.10517531
-20.544245	-0.057155523
-18.803097	-0.08589194
-16.018599	-0.081041105
-13.581547	-0.10017321
-11.755146	-0.061775118
-9.841095	-0.047351275
-7.4939027	0.04140683
-4.884768	0.096603766
-3.579412	0.09423225
-2.5358086	0.1182291
-1.4911956	0.103864364
0.36663052	-1.0517418
1.173407	-1.9484282
2.4768069	-1.8764741
4.0302854	-1.3873327
5.673371	-0.99649096
8.276258	-0.70393175
10.273227	-0.5336622
12.705357	-0.36578164
14.44398	-0.29861408
15.57271	-0.20268752
19.225574	-0.12828892
20.531372	-0.14744364
22.186447	-0.21214578
24.449207	-0.22169097
26.101254	-0.17130835
28.537043	-0.14248848
30.017952	-0.2023989
32.36723	-0.19276157
33.498165	-0.18075097
35.501255	-0.24304855
38.283295	-0.14469136
39.589912	-0.19501485
40.634083	-0.19259639
42.027344	-0.22853255
44.11493	-0.19492444
46.55116	-0.18288776
51.686447	-0.22594197
55.253048	-0.1803163
56.384556	-0.1898841
57.515305	-0.1706807
58.733955	-0.18504195
59.60371	-0.16824138
