-59.700573	-0.15144427
-58.918095	-0.12505504
-57.69856	-0.17298268
-56.394653	-0.05780752
-55.262768	-0.1441628
-53.959305	-0.07460636
-52.915577	-0.055404704
-50.563965	-0.13447852
-48.0433	-0.024138553
-46.651493	-0.004929944
-45.519863	-0.019292934
-43.78067	0.026296219
-42.040657	0.040716585
-39.602848	-0.007186711
-37.163334	-0.11982518
-34.815006	-0.07422385
-33.508957	-0.10296896
-32.290684	-0.10294462
-31.073925	-0.045377906
-28.98312	-0.13404734
-27.417906	-0.090859264
-26.546827	-0.12440826
-24.980412	-0.12677456
-24.02244	-0.15552662
-21.848719	-0.08835039
-19.325151	-0.08829997
-17.4973	-0.10504665
-16.01639	-0.16495706
-12.886716	-0.049809728
-10.625533	5.85E-04
-9.668255	-0.001793418
-8.452948	0.110918075
-7.2330966	0.05100244
-4.7959185	0.027075134
-3.9245872	-0.01606426
-1.4886714	0.007960411
-0.43288904	-0.43077934
0.99084896	-1.6247557
2.296079	-1.6223321
4.2868004	-1.2147003
5.0639815	-0.9869127
6.1908183	-0.81905824
7.579534	-0.68236727
10.358985	-0.4857085
11.922244	-0.36819488
14.443286	-0.2722405
18.00995	-0.22901243
20.011843	-0.24575563
21.403524	-0.22175182
25.059038	-0.24805239
27.581974	-0.22402598
28.887897	-0.24797589
30.018711	-0.23117009
30.887959	-0.19518872
32.106926	-0.22153796
33.23673	-0.16637059
38.36918	-0.10153284
39.240574	-0.14706983
40.37069	-0.10389045
42.45973	-0.12542711
44.286633	-0.10620981
45.67926	-0.118169986
46.550716	-0.16610457
48.812782	-0.14927618
51.597534	-0.15401573
53.85935	-0.12759694
55.078064	-0.1443558
56.295456	-0.11076507
59.862434	-0.079525
