LHFLUX,SHFLUX,SST_anom,SST_exp_avg,SST_fixed_avg,MPI_slab_anom,MPI_exp_avg,MPI_fixed_avg
246.002,48.6289,-0.317112,295.41,295.727,1.9382,66.1821,68.1203
