LHFLUX,SHFLUX,SST_anom,SST_exp_avg,SST_fixed_avg,MPI_slab_anom,MPI_exp_avg,MPI_fixed_avg
506.858,118.767,9.96921e+36,299.384,9.96921e+36,9.96921e+36,68.7639,9.96921e+36
