LHFLUX,SHFLUX,SST_anom,SST_exp_avg,SST_fixed_avg,MPI_slab_anom,MPI_exp_avg,MPI_fixed_avg
246.769,48.923,-0.407113,296.416,296.823,2.42343,66.1912,68.6146
