LHFLUX,SHFLUX,SST_anom,SST_exp_avg,SST_fixed_avg,MPI_slab_anom,MPI_exp_avg,MPI_fixed_avg
375.983,82.276,-0.908468,298.901,299.81,5.48533,64.2227,69.708
