LHFLUX,SHFLUX,SST_anom,SST_exp_avg,SST_fixed_avg,MPI_slab_anom,MPI_exp_avg,MPI_fixed_avg
299.587,63.0858,9.96921e+36,296.208,9.96921e+36,9.96921e+36,67.8379,9.96921e+36
