8,3.5,-6,6.5
8,3.5,-6,7
8,3.5,-6,7.5
8,3.5,-6,8
8,3.5,-6,8.5
8,3.5,-7,6.5
8,3.5,-7,7
8,3.5,-7,7.5
8,3.5,-7,8
8,3.5,-7,8.5
8,3.5,-8,6.5
8,3.5,-8,7
8,3.5,-8,7.5
8,3.5,-8,8
8,3.5,-8,8.5
8,3.5,-9,6.5
8,3.5,-9,7
8,3.5,-9,7.5
8,3.5,-9,8
8,3.5,-9,8.5
8,3.5,-10,6.5
8,3.5,-10,7
8,3.5,-10,7.5
8,3.5,-10,8
8,3.5,-10,8.5
8,4,-6,6.5
8,4,-6,7
8,4,-6,7.5
8,4,-6,8
8,4,-6,8.5
8,4,-7,6.5
8,4,-7,7
8,4,-7,7.5
8,4,-7,8
8,4,-7,8.5
8,4,-8,6.5
8,4,-8,7
8,4,-8,7.5
8,4,-8,8
8,4,-8,8.5
8,4,-9,6.5
8,4,-9,7
8,4,-9,7.5
8,4,-9,8
8,4,-9,8.5
8,4,-10,6.5
8,4,-10,7
8,4,-10,7.5
8,4,-10,8
8,4,-10,8.5
8,4.5,-6,6.5
8,4.5,-6,7
8,4.5,-6,7.5
8,4.5,-6,8
8,4.5,-6,8.5
8,4.5,-7,6.5
8,4.5,-7,7
8,4.5,-7,7.5
8,4.5,-7,8
8,4.5,-7,8.5
8,4.5,-8,6.5
8,4.5,-8,7
8,4.5,-8,7.5
8,4.5,-8,8
8,4.5,-8,8.5
8,4.5,-9,6.5
8,4.5,-9,7
8,4.5,-9,7.5
8,4.5,-9,8
8,4.5,-9,8.5
8,4.5,-10,6.5
8,4.5,-10,7
8,4.5,-10,7.5
8,4.5,-10,8
8,4.5,-10,8.5
8,5,-6,6.5
8,5,-6,7
8,5,-6,7.5
8,5,-6,8
8,5,-6,8.5
8,5,-7,6.5
8,5,-7,7
8,5,-7,7.5
8,5,-7,8
8,5,-7,8.5
8,5,-8,6.5
8,5,-8,7
8,5,-8,7.5
8,5,-8,8
8,5,-8,8.5
8,5,-9,6.5
8,5,-9,7
8,5,-9,7.5
8,5,-9,8
8,5,-9,8.5
8,5,-10,6.5
8,5,-10,7
8,5,-10,7.5
8,5,-10,8
8,5,-10,8.5
8,5.5,-6,6.5
8,5.5,-6,7
8,5.5,-6,7.5
8,5.5,-6,8
8,5.5,-6,8.5
8,5.5,-7,6.5
8,5.5,-7,7
8,5.5,-7,7.5
8,5.5,-7,8
8,5.5,-7,8.5
8,5.5,-8,6.5
8,5.5,-8,7
8,5.5,-8,7.5
8,5.5,-8,8
8,5.5,-8,8.5
8,5.5,-9,6.5
8,5.5,-9,7
8,5.5,-9,7.5
8,5.5,-9,8
8,5.5,-9,8.5
8,5.5,-10,6.5
8,5.5,-10,7
8,5.5,-10,7.5
8,5.5,-10,8
8,5.5,-10,8.5
10,3.5,-6,6.5
10,3.5,-6,7
10,3.5,-6,7.5
10,3.5,-6,8
10,3.5,-6,8.5
10,3.5,-7,6.5
10,3.5,-7,7
10,3.5,-7,7.5
10,3.5,-7,8
10,3.5,-7,8.5
10,3.5,-8,6.5
10,3.5,-8,7
10,3.5,-8,7.5
10,3.5,-8,8
10,3.5,-8,8.5
10,3.5,-9,6.5
10,3.5,-9,7
10,3.5,-9,7.5
10,3.5,-9,8
10,3.5,-9,8.5
10,3.5,-10,6.5
10,3.5,-10,7
10,3.5,-10,7.5
10,3.5,-10,8
10,3.5,-10,8.5
10,4,-6,6.5
10,4,-6,7
10,4,-6,7.5
10,4,-6,8
10,4,-6,8.5
10,4,-7,6.5
10,4,-7,7
10,4,-7,7.5
10,4,-7,8
10,4,-7,8.5
10,4,-8,6.5
10,4,-8,7
10,4,-8,7.5
10,4,-8,8
10,4,-8,8.5
10,4,-9,6.5
10,4,-9,7
10,4,-9,7.5
10,4,-9,8
10,4,-9,8.5
10,4,-10,6.5
10,4,-10,7
10,4,-10,7.5
10,4,-10,8
10,4,-10,8.5
10,4.5,-6,6.5
10,4.5,-6,7
10,4.5,-6,7.5
10,4.5,-6,8
10,4.5,-6,8.5
10,4.5,-7,6.5
10,4.5,-7,7
10,4.5,-7,7.5
10,4.5,-7,8
10,4.5,-7,8.5
10,4.5,-8,6.5
10,4.5,-8,7
10,4.5,-8,7.5
10,4.5,-8,8
10,4.5,-8,8.5
10,4.5,-9,6.5
10,4.5,-9,7
10,4.5,-9,7.5
10,4.5,-9,8
10,4.5,-9,8.5
10,4.5,-10,6.5
10,4.5,-10,7
10,4.5,-10,7.5
10,4.5,-10,8
10,4.5,-10,8.5
10,5,-6,6.5
